time,脱硫塔出口氧量,脱硫塔出口SO2
2019-07-01 00:00:00,19.53154333333333,18.328040000000005
2019-07-01 00:01:00,20.916186666666665,0.04884
2019-07-01 00:02:00,20.929016666666666,0.0
2019-07-01 00:03:00,20.951993333333338,0.0
2019-07-01 00:04:00,20.959923333333336,0.0
2019-07-01 00:05:00,20.97090333333333,0.0
2019-07-01 00:06:00,19.169726666666662,35.24461
2019-07-01 00:07:00,16.15262,81.46356999999999
2019-07-01 00:08:00,16.105203333333332,84.23443999999999
2019-07-01 00:09:00,16.092190000000002,85.48149
2019-07-01 00:10:00,16.099510000000002,75.05738666666667
2019-07-01 00:11:00,16.108659999999997,76.66097333333333
2019-07-01 00:12:00,16.11191333333333,77.80708000000001
2019-07-01 00:13:00,16.108253333333327,83.65487666666667
2019-07-01 00:14:00,16.107643333333332,87.07367333333332
2019-07-01 00:15:00,16.11415,89.42450666666666
2019-07-01 00:16:00,16.11232,92.18722333333334
2019-07-01 00:17:00,16.11313333333333,95.16646000000001
2019-07-01 00:18:00,16.120453333333334,95.30485
2019-07-01 00:19:00,16.118013333333334,90.99552999999999
2019-07-01 00:20:00,16.119843333333336,88.52097666666667
2019-07-01 00:21:00,16.098900000000004,84.56329666666666
2019-07-01 00:22:00,16.085480000000004,81.25355333333333
2019-07-01 00:23:00,16.088530000000006,76.90354666666668
2019-07-01 00:24:00,16.09768,73.25683333333333
2019-07-01 00:25:00,16.081403333333338,75.82255333333332
2019-07-01 00:26:00,15.996320000000004,74.86039666666669
2019-07-01 00:27:00,15.990833333333333,73.51731666666667
2019-07-01 00:28:00,19.40456,62.756213333333335
2019-07-01 00:29:00,17.62618,74.20106333333332
2019-07-01 00:30:00,16.179086666666667,85.31705666666667
2019-07-01 00:31:00,16.11903,88.34026
2019-07-01 00:32:00,16.104593333333337,91.91698333333333
2019-07-01 00:33:00,16.075313333333337,90.70738
2019-07-01 00:34:00,16.09259666666667,87.99512666666668
2019-07-01 00:35:00,16.098900000000004,80.21978333333333
2019-07-01 00:36:00,16.097070000000002,80.58770666666668
2019-07-01 00:37:00,16.092800000000008,72.68702
2019-07-01 00:38:00,16.09564666666667,75.33578666666666
2019-07-01 00:39:00,16.105203333333332,70.10501333333333
2019-07-01 00:40:00,16.099510000000002,68.61701666666667
2019-07-01 00:41:00,16.08405666666667,73.22751999999998
2019-07-01 00:42:00,16.07551666666667,68.43304666666667
2019-07-01 00:43:00,16.08527666666667,63.12089000000001
2019-07-01 00:44:00,16.09666333333334,71.05902666666667
2019-07-01 00:45:00,16.095443333333336,69.42614666666667
2019-07-01 00:46:00,16.09646,62.21734333333333
2019-07-01 00:47:00,16.098900000000004,65.58730666666666
2019-07-01 00:48:00,16.093410000000006,74.87831333333334
2019-07-01 00:49:00,16.09808666666667,62.09036
2019-07-01 00:50:00,16.119843333333332,69.44405
2019-07-01 00:51:00,16.100323333333336,64.97843333333333
2019-07-01 00:52:00,16.10378,62.80668000000001
2019-07-01 00:53:00,16.082430000000006,75.04762333333332
2019-07-01 00:54:00,16.0928,72.70168000000001
2019-07-01 00:55:00,16.0806,69.34800666666666
2019-07-01 00:56:00,16.084056666666672,73.75336333333334
2019-07-01 00:57:00,16.09137666666667,68.59911666666666
2019-07-01 00:58:00,16.096256666666672,64.76679666666668
2019-07-01 00:59:00,16.08405666666667,69.84127333333333
2019-07-01 01:00:00,16.100323333333332,65.99918333333333
2019-07-01 01:01:00,16.097680000000004,57.90965333333333
2019-07-01 01:02:00,16.086496666666672,57.13472333333333
2019-07-01 01:03:00,16.08588666666667,58.53806333333333
2019-07-01 01:04:00,16.089546666666674,49.80871333333334
2019-07-01 01:05:00,16.08812333333334,63.43672
2019-07-01 01:06:00,16.105610000000002,69.02565
2019-07-01 01:07:00,16.122690000000002,65.16403000000001
2019-07-01 01:08:00,16.12797666666667,68.81402
2019-07-01 01:09:00,16.112929999999995,68.65120333333334
2019-07-01 01:10:00,16.11476,59.09646666666666
2019-07-01 01:11:00,16.133873333333337,61.365903333333335
2019-07-01 01:12:00,16.135500000000004,52.75702333333333
2019-07-01 01:13:00,16.139566666666667,54.04476333333332
2019-07-01 01:14:00,16.13570333333334,51.10787333333332
2019-07-01 01:15:00,16.147706666666664,51.068783333333336
2019-07-01 01:16:00,16.14976666666666,54.95158000000001
2019-07-01 01:17:00,16.147699999999997,50.44037666666667
2019-07-01 01:18:00,16.15284666666666,56.11721333333333
2019-07-01 01:19:00,16.15471333333333,70.07245333333334
2019-07-01 01:20:00,16.160406666666663,59.58485999999999
2019-07-01 01:21:00,16.168946666666667,58.114776666666664
2019-07-01 01:22:00,16.178300000000004,56.66423
2019-07-01 01:23:00,16.155526666666663,58.787150000000004
2019-07-01 01:24:00,16.15776333333333,52.962160000000004
2019-07-01 01:25:00,16.16,47.28043333333333
2019-07-01 01:26:00,16.15898333333333,48.26211
2019-07-01 01:27:00,16.160610000000002,40.79121333333333
2019-07-01 01:28:00,16.11355,50.99877666666666
2019-07-01 01:29:00,16.094020000000004,51.13715
2019-07-01 01:30:00,18.019943333333334,72.20187666666668
2019-07-01 01:31:00,19.079773333333332,48.75215000000001
2019-07-01 01:32:00,16.831500000000002,53.2357
